                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r23.05.1"          1.2000000000000000E+001          1.3999999999999999E+000          9.5893752148130875E+002                       "gfortran"                         "13.1.0"                               ""                       "20240218" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33                               34                               35                               36                               37                               38                               39 
                    model_number                              age                      period_days                binary_separation                     eccentricity                          v_orb_1                          v_orb_2                    star_1_radius                    star_2_radius                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction          lg_accretion_luminosity                          bh_spin                            J_orb                         J_spin_1                         J_spin_2                          J_total                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                             340          1.4721903310251417E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          2.4324280772169562E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -9.5577314389397938E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             345          1.4723178194827734E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          2.5455257384103316E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -9.5371678135056970E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             350          1.4724396008355599E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          2.6651250022246654E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -9.5154220546869839E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             355          1.4725554664972942E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          2.7912300950740171E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -9.4924933940292533E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             360          1.4726658546126731E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          2.9244797222496931E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -9.4682657009579652E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             365          1.4727710582663523E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          3.0654629679235200E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -9.4426318671020837E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             370          1.4728713767600751E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          3.2149051491620668E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -9.4154600139742861E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             375          1.4729669117397726E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          3.3732973024515090E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -9.3866608604146462E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             380          1.4730578786105944E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          3.5413980415421321E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -9.3560964738713748E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             385          1.4731446935388513E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          3.7204969300707027E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -9.3235323835046657E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             390          1.4732269553032467E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          3.9103398507854266E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -9.2890147933821110E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             395          1.4733047849180607E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          4.1115103593898006E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -9.2524376003289854E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             400          1.4733785138128914E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          4.3251894337139234E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -9.2135860767772060E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             405          1.4734483860644218E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          4.5526667997881049E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -9.1722257223602710E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             410          1.4735144574185908E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          4.7946671233116270E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -9.1282247770236646E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             415          1.4735768536658511E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          5.0521262658054368E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -9.0814130806988913E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             420          1.4736359303064710E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          5.3271751802037421E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -9.0314031795916450E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             425          1.4736915020410690E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          5.6191450171655042E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -8.9783166851232021E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             430          1.4737435716517305E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          5.9279101034895419E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -8.9221764474268817E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             435          1.4737922508161506E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          6.2527952193838679E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -8.8631052362111085E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             440          1.4738375166171329E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          6.5917247695033794E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -8.8014804400511970E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             445          1.4738793021582633E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          6.9415382630890974E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -8.7378767052083517E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             450          1.4739178453954838E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          7.3016858962272636E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -8.6723939980446119E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             455          1.4739531225587133E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          7.6691098370473043E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -8.6055882991926769E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             460          1.4739852449618580E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          8.0414672982914993E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -8.5378855785544072E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             465          1.4740144017860705E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          8.4163374629082583E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -8.4697259935527625E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             470          1.4740403501183629E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          8.7833478260948596E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -8.4029954921492278E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             475          1.4740634171779741E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          9.1398610288234636E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -8.3381736038284238E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             480          1.4740844138108637E+007          9.5893752147244879E+002          9.7199999999401291E+002          0.0000000000000000E+000          5.3578101342102675E+000          4.5924086864659429E+001          9.4911237986159250E+001          0.0000000000000000E+000          5.4998891881121722E+002          2.1015389336038913E+002         -8.2743063589116173E-001         -1.0000000000000000E+000          1.2000000000000000E+001          1.3999999999999997E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          8.6449551411735304E+053          0.0000000000000000E+000          0.0000000000000000E+000          8.6449551411735304E+053         -5.7495666455126093E+027          0.0000000000000000E+000         -5.7495666455126093E+027          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
